human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
OPTN	OPTN	10133	official_symbol	optn	336159	Ortholog	1	mapped
OSTM1	OSTM1	28962	official_symbol	ostm1	100320445	Ortholog	1	mapped
P4HA2	P4HA2	8974	official_symbol				0	no_zebrafish_ortholog
PABPN1	PABPN1	8106	official_symbol	pabpn1	406543	Ortholog	1	mapped
PACS2	PACS2	23241	official_symbol				0	no_zebrafish_ortholog
PAFAH1B1	PAFAH1B1	5048	official_symbol				0	no_zebrafish_ortholog
PARS2	PARS2	25973	official_symbol	pars2	325494	Ortholog	1	mapped
PAX8	PAX8	7849	official_symbol	pax8	60637	Ortholog	1	mapped
PCLO	PCLO	27445	official_symbol	pcloa	100148002	Ortholog	1	mapped
PCNA	PCNA	5111	official_symbol	pcna	30678	Ortholog	1	mapped
PDCD10	PDCD10	11235	official_symbol	pdcd10a	393527	Ortholog	1	mapped
PDE11A	PDE11A	50940	official_symbol	pde11a	561338	Ortholog	1	mapped
PDGFB	PDGFB	5155	official_symbol				0	no_zebrafish_ortholog
PDK3	PDK3	5165	official_symbol				0	no_zebrafish_ortholog
PDXK	PDXK	8566	official_symbol				0	no_zebrafish_ortholog
PEX1	PEX1	5189	official_symbol	pex1	793906	Ortholog	1	mapped
PEX10	PEX10	5192	official_symbol	pex10	449821	Ortholog	1	mapped
PEX11B	PEX11B	8799	official_symbol	pex11b	566742	Ortholog	1	mapped
PEX12	PEX12	5193	official_symbol	pex12	393174	Ortholog	1	mapped
PEX13	PEX13	5194	official_symbol	pex13	393618	Ortholog	1	mapped
PEX14	PEX14	5195	official_symbol	pex14	559933	Ortholog	1	mapped
PEX16	PEX16	9409	official_symbol	pex16	573990	Ortholog	1	mapped
PEX19	PEX19	5824	official_symbol	pex19	324778	Ortholog	1	mapped
PEX2	PEX2	5828	official_symbol	pex2	556228	Ortholog	1	mapped
PEX26	PEX26	55670	official_symbol	pex26	334644	Ortholog	1	mapped
PEX3	PEX3	8504	official_symbol	pex3	393197	Ortholog	1	mapped
PEX5	PEX5	5830	official_symbol	pex5	394131	Ortholog	1	mapped
PEX6	PEX6	5190	official_symbol	pex6	792998	Ortholog	1	mapped
PEX7	PEX7	5191	official_symbol	pex7	541405	Ortholog	1	mapped
PFN1	PFN1	5216	official_symbol				0	no_zebrafish_ortholog
PGAP2	PGAP2	27315	official_symbol	pgap2	541417	Ortholog	1	mapped
PGK1	PGK1	5230	official_symbol				0	no_zebrafish_ortholog
PGM1	PGM1	5236	official_symbol	pgm1	394000	Ortholog	1	mapped
PGM2L1	PGM2L1	283209	official_symbol	pgm2l1	449945	Ortholog	1	mapped
PHACTR1	PHACTR1	221692	official_symbol	phactr1	100334776	Ortholog	1	mapped
PHEX	PHEX	5251	official_symbol	phex	386969	Ortholog	1	mapped
PHKA2	PHKA2	5256	official_symbol				0	no_zebrafish_ortholog
PHKB	PHKB	5257	official_symbol	phkb	569706	Ortholog	1	mapped
PHKG1	PHKG1	5260	official_symbol				0	no_zebrafish_ortholog
PHKG2	PHKG2	5261	official_symbol	phkg2	393937	Ortholog	1	mapped
PHYH	PHYH	5264	official_symbol	phyh	550521	Ortholog	1	mapped
PI4KA	PI4KA	5297	official_symbol				0	no_zebrafish_ortholog
PIEZO2	PIEZO2	63895	official_symbol	piezo2b	100534973	Ortholog	1	mapped
PIGA	PIGA	5277	official_symbol	piga	791759	Ortholog	1	mapped
PIGF	PIGF	5281	official_symbol	pigf	402942	Ortholog	1	mapped
PIGN	PIGN	23556	official_symbol	pign	556797	Ortholog	1	mapped
PIGP	PIGP	51227	official_symbol	pigp	325316	Ortholog	1	mapped
PIGQ	PIGQ	9091	official_symbol	pigq	321218	Ortholog	1	mapped
PIK3CA	PIK3CA	5290	official_symbol	pik3ca	561737	Ortholog	1	mapped
PIK3R5	PIK3R5	23533	official_symbol	pik3r5	323588	Ortholog	1	mapped
PLA2G6	PLA2G6	8398	official_symbol	pla2g6	406370	Ortholog	1	mapped
PLAA	PLAA	9373	official_symbol	plaa	324855	Ortholog	1	mapped
PLEKHG5	PLEKHG5	57449	official_symbol				0	no_zebrafish_ortholog
PLP1	PLP1	5354	official_symbol	plp1a	64264	Ortholog	1	mapped
PLXND1	PLXND1	23129	official_symbol	plxnd1	402998	Ortholog	1	mapped
PML	PML	5371	official_symbol				0	no_zebrafish_ortholog
PMM2	PMM2	5373	official_symbol	pmm2	368229	Ortholog	1	mapped
PMP2	PMP2	5375	official_symbol				0	no_zebrafish_ortholog
PMP22	PMP22	5376	official_symbol	pmp22b	678607	Ortholog	1	mapped
PMPCA	PMPCA	23203	official_symbol	pmpca	492801	Ortholog	1	mapped
PMPCB	PMPCB	9512	official_symbol	pmpcb	503532	Ortholog	1	mapped
PNKD	PNKD	25953	official_symbol				0	no_zebrafish_ortholog
PNKP	PNKP	11284	official_symbol	pnkp	569462	Ortholog	1	mapped
PNPLA2	PNPLA2	57104	official_symbol	pnpla2	101887155	Ortholog	1	mapped
PNPLA6	PNPLA6	10908	official_symbol	pnpla6	560986	Ortholog	1	mapped
POGLUT1	POGLUT1	56983	official_symbol	poglut1	641495	Ortholog	1	mapped
POLR1A	POLR1A	25885	official_symbol	polr1a	327078	Ortholog	1	mapped
POLR3A	POLR3A	11128	official_symbol	polr3a	572258	Ortholog	1	mapped
POLR3GL	POLR3GL	84265	official_symbol	polr3glb	449786	Ortholog	1	mapped
POLRMT	POLRMT	5442	official_symbol	polrmt	100034434	Ortholog	1	mapped
POMGNT2	POMGNT2	84892	official_symbol	pomgnt2	497644	Ortholog	1	mapped
POMK	POMK	84197	official_symbol	pomk	492773	Ortholog	1	mapped
PON1	PON1	5444	official_symbol				0	no_zebrafish_ortholog
PON2	PON2	5445	official_symbol				0	no_zebrafish_ortholog
PON3	PON3	5446	official_symbol				0	no_zebrafish_ortholog
POU3F4	POU3F4	5456	official_symbol				0	no_zebrafish_ortholog
PPARGC1A	PPARGC1A	10891	official_symbol	ppargc1a	553418	Ortholog	1	mapped
PPOX	PPOX	5498	official_symbol	ppox	664750	Ortholog	1	mapped
PPP1R15B	PPP1R15B	84919	official_symbol	ppp1r15b	100538163	Ortholog	1	mapped
PRKACA	PRKACA	5566	official_symbol				0	no_zebrafish_ortholog
PRKAR1A	PRKAR1A	5573	official_symbol				0	no_zebrafish_ortholog
PRNP	PRNP	5621	official_symbol				0	no_zebrafish_ortholog
PROK2	PROK2	60675	official_symbol				0	no_zebrafish_ortholog
PROKR2	PROKR2	128674	official_symbol				0	no_zebrafish_ortholog
PRORP	PRORP	9692	official_symbol	prorp	555630	Ortholog	1	mapped
PRPH	PRPH	5630	official_symbol	prph	30259	Ortholog	1	mapped
PRPS1	PRPS1	5631	official_symbol	prps1b	560827	Ortholog	1	mapped
PRRT2	PRRT2	112476	official_symbol				0	no_zebrafish_ortholog
PRX	PRX	57716	official_symbol	prx	571950	Ortholog	1	mapped
PSAP	PSAP	5660	official_symbol	psap	140811	Ortholog	1	mapped
PSMB8	PSMB8	5696	official_symbol				0	no_zebrafish_ortholog
PTCRA	PTCRA	171558	official_symbol				0	no_zebrafish_ortholog
PTDSS1	PTDSS1	9791	official_symbol				0	no_zebrafish_ortholog
PTEN	PTEN	5728	official_symbol	ptenb	368415	Ortholog	1	mapped
PTPN11	PTPN11	5781	official_symbol	ptpn11a	333979	Ortholog	1	mapped
PTPN22	PTPN22	26191	official_symbol				0	no_zebrafish_ortholog
PTRH2	PTRH2	51651	official_symbol	ptrh2	791795	Ortholog	1	mapped
PTRHD1	PTRHD1	391356	official_symbol	ptrhd1	563207	Ortholog	1	mapped
PTS	PTS	5805	official_symbol	pts	100073330	Ortholog	1	mapped
PUF60	PUF60	22827	official_symbol				0	no_zebrafish_ortholog
PYGM	PYGM	5837	official_symbol				0	no_zebrafish_ortholog
PYROXD1	PYROXD1	79912	official_symbol	pyroxd1	393736	Ortholog	1	mapped
RAB7A	RAB7A	7879	official_symbol	rab7a	393902	Ortholog	1	mapped
RAF1	RAF1	5894	official_symbol	raf1b	557109	Ortholog	1	mapped
RAI1	RAI1	10743	official_symbol	rai1	101885257	Ortholog	1	mapped
RALGAPA1	RALGAPA1	253959	official_symbol	ralgapa1	556427	Ortholog	1	mapped
RANBP2	RANBP2	5903	official_symbol				0	no_zebrafish_ortholog
RARA	RARA	5914	official_symbol	raraa	30680	Ortholog	1	mapped
RARS1	RARS1	5917	official_symbol	rars1	337070	Ortholog	1	mapped
RASA1	RASA1	5921	official_symbol	rasa1a	100002155	Ortholog	1	mapped
RASA2	RASA2	5922	official_symbol				0	no_zebrafish_ortholog
RBCK1	RBCK1	10616	official_symbol	rbck1	431715	Ortholog	1	mapped
RBSN	RBSN	64145	official_symbol	rbsn	569240	Ortholog	1	mapped
REEP1	REEP1	65055	official_symbol	reep1	799901	Ortholog	1	mapped
RETREG1	RETREG1	54463	official_symbol	retreg1	100003524	Ortholog	1	mapped
REV3L	REV3L	5980	official_symbol	rev3l	569100	Ortholog	1	mapped
RFC1	RFC1	5981	official_symbol	rfc1	100037336	Ortholog	1	mapped
RFXAP	RFXAP	5994	official_symbol	rfxap	100006212	Ortholog	1	mapped
RHOBTB2	RHOBTB2	23221	official_symbol	rhobtb2a	792631	Ortholog	1	mapped
RIT1	RIT1	6016	official_symbol				0	no_zebrafish_ortholog
RNF170	RNF170	81790	official_symbol	rnf170	406612	Ortholog	1	mapped
RNF31	RNF31	55072	official_symbol	rnf31	100334178	Ortholog	1	mapped
RNU12	RNU12	267010	official_symbol				0	no_zebrafish_ortholog
RPS6KA3	RPS6KA3	6197	official_symbol				0	no_zebrafish_ortholog
RRAS	RRAS	6237	official_symbol	rras	449660	Ortholog	1	mapped
RRAS2	RRAS2	22800	official_symbol	rras2	550513	Ortholog	1	mapped
RTN2	RTN2	6253	official_symbol				0	no_zebrafish_ortholog
RUSC2	RUSC2	9853	official_symbol	rusc2	556081	Ortholog	1	mapped
RXYLT1	RXYLT1	10329	official_symbol	rxylt1	557187	Ortholog	1	mapped
SACS	SACS	26278	official_symbol	sacs	558150	Ortholog	1	mapped
SALL4	SALL4	57167	official_symbol	sall4	572527	Ortholog	1	mapped
SARDH	SARDH	1757	official_symbol	sardh	394103	Ortholog	1	mapped
SARS1	SARS1	6301	official_symbol	sars1	445405	Ortholog	1	mapped
SAT1	SAT1	6303	official_symbol				0	no_zebrafish_ortholog
SBF1	SBF1	6305	official_symbol	sbf1	568277	Ortholog	1	mapped
SBF2	SBF2	81846	official_symbol	sbf2	378456	Ortholog	1	mapped
SCN1A	SCN1A	6323	official_symbol				0	no_zebrafish_ortholog
SCN1B	SCN1B	6324	official_symbol				0	no_zebrafish_ortholog
SCN2A	SCN2A	6326	official_symbol				0	no_zebrafish_ortholog
SCN3A	SCN3A	6328	official_symbol				0	no_zebrafish_ortholog
SCN8A	SCN8A	6334	official_symbol				0	no_zebrafish_ortholog
SCNN1A	SCNN1A	6337	official_symbol				0	no_zebrafish_ortholog
SCNN1B	SCNN1B	6338	official_symbol				0	no_zebrafish_ortholog
SCNN1G	SCNN1G	6340	official_symbol				0	no_zebrafish_ortholog
SCYL1	SCYL1	57410	official_symbol	scyl1	793792	Ortholog	1	mapped
SCYL2	SCYL2	55681	official_symbol	scyl2	557149	Ortholog	1	mapped
SDHAF1	SDHAF1	644096	official_symbol	sdhaf1	606612	Ortholog	1	mapped
SECISBP2	SECISBP2	79048	official_symbol	secisbp2	553399	Ortholog	1	mapped
SEMA3A	SEMA3A	10371	official_symbol	sema3ab	30267	Ortholog	1	mapped
SEMA3E	SEMA3E	9723	official_symbol				0	no_zebrafish_ortholog
SEPTIN9	SEPTIN9	10801	official_symbol				0	no_zebrafish_ortholog
SERPING1	SERPING1	710	official_symbol				0	no_zebrafish_ortholog
SETX	SETX	23064	official_symbol	setx	562474	Ortholog	1	mapped
SFRP4	SFRP4	6424	official_symbol				0	no_zebrafish_ortholog
SGCD	SGCD	6444	official_symbol	sgcd	324961	Ortholog	1	mapped
SH3TC2	SH3TC2	79628	official_symbol	sh3tc2	100535152	Ortholog	1	mapped
SHMT2	SHMT2	6472	official_symbol	shmt2	100144628	Ortholog	1	mapped
SIK1	SIK1	150094	official_symbol				0	no_zebrafish_ortholog
SIL1	SIL1	64374	official_symbol	sil1	568308	Ortholog	1	mapped
SLC12A1	SLC12A1	6557	official_symbol	slc12a1	100329975	Ortholog	1	mapped
SLC12A3	SLC12A3	6559	official_symbol	slc12a3	565439	Ortholog	1	mapped
SLC12A6	SLC12A6	9990	official_symbol	slc12a6	100330290	Ortholog	1	mapped
SLC13A5	SLC13A5	284111	official_symbol				0	no_zebrafish_ortholog
SLC16A2	SLC16A2	6567	official_symbol				0	no_zebrafish_ortholog
SLC18A2	SLC18A2	6571	official_symbol	slc18a2	553304	Ortholog	1	mapped
SLC19A3	SLC19A3	80704	official_symbol				0	no_zebrafish_ortholog
SLC1A2	SLC1A2	6506	official_symbol	slc1a2a	560802	Ortholog	1	mapped
SLC22A5	SLC22A5	6584	official_symbol				0	no_zebrafish_ortholog
SLC25A19	SLC25A19	60386	official_symbol	slc25a19	403024	Ortholog	1	mapped
SLC25A20	SLC25A20	788	official_symbol	slc25a20	393833	Ortholog	1	mapped
SLC25A21	SLC25A21	89874	official_symbol	slc25a21	767694	Ortholog	1	mapped
SLC25A22	SLC25A22	79751	official_symbol				0	no_zebrafish_ortholog
SLC25A24	SLC25A24	29957	official_symbol	slc25a24	447867	Ortholog	1	mapped
SLC25A46	SLC25A46	91137	official_symbol	slc25a46	436831	Ortholog	1	mapped
SLC26A4	SLC26A4	5172	official_symbol	slc26a4	563818	Ortholog	1	mapped
SLC2A3	SLC2A3	6515	official_symbol				0	no_zebrafish_ortholog
SLC32A1	SLC32A1	140679	official_symbol	slc32a1	798575	Ortholog	1	mapped
SLC33A1	SLC33A1	9197	official_symbol	slc33a1	394083	Ortholog	1	mapped
SLC34A1	SLC34A1	6569	official_symbol				0	no_zebrafish_ortholog
SLC34A2	SLC34A2	10568	official_symbol				0	no_zebrafish_ortholog
SLC34A3	SLC34A3	142680	official_symbol				0	no_zebrafish_ortholog
SLC35A2	SLC35A2	7355	official_symbol	slc35a2	555288	Ortholog	1	mapped
SLC38A3	SLC38A3	10991	official_symbol				0	no_zebrafish_ortholog
SLC39A14	SLC39A14	23516	official_symbol	slc39a14	799782	Ortholog	1	mapped
SLC4A1	SLC4A1	6521	official_symbol				0	no_zebrafish_ortholog
SLC52A2	SLC52A2	79581	official_symbol				0	no_zebrafish_ortholog
SLC52A3	SLC52A3	113278	official_symbol	slc52a3-1	678609	Ortholog	1	mapped
SLC5A6	SLC5A6	8884	official_symbol	slc5a6a	563356	Ortholog	1	mapped
SLC7A7	SLC7A7	9056	official_symbol				0	no_zebrafish_ortholog
SLC9A7	SLC9A7	84679	official_symbol	slc9a7	554532	Ortholog	1	mapped
SMARCAL1	SMARCAL1	50485	official_symbol	smarcal1	560412	Ortholog	1	mapped
SMARCB1	SMARCB1	6598	official_symbol				0	no_zebrafish_ortholog
SMARCE1	SMARCE1	6605	official_symbol	smarce1	322248	Ortholog	1	mapped
SMCHD1	SMCHD1	23347	official_symbol	smchd1	497282	Ortholog	1	mapped
SMN2	SMN2	6607	official_symbol				0	no_zebrafish_ortholog
SMPD1	SMPD1	6609	official_symbol	smpd1	556700	Ortholog	1	mapped
SNAP29	SNAP29	9342	official_symbol	snap29	553460	Ortholog	1	mapped
SNUPN	SNUPN	10073	official_symbol	snupn	324743	Ortholog	1	mapped
SNX10	SNX10	29887	official_symbol				0	no_zebrafish_ortholog
SOD1	SOD1	6647	official_symbol	sod1	30553	Ortholog	1	mapped
SORD	SORD	6652	official_symbol	sord	570613	Ortholog	1	mapped
SOS1	SOS1	6654	official_symbol				0	no_zebrafish_ortholog
SOS2	SOS2	6655	official_symbol	sos2	561670	Ortholog	1	mapped
SOST	SOST	50964	official_symbol	sost	100000500	Ortholog	1	mapped
SOX10	SOX10	6663	official_symbol	sox10	140616	Ortholog	1	mapped
SPARC	SPARC	6678	official_symbol	sparc	321357	Ortholog	1	mapped
SPART	SPART	23111	official_symbol	sparta	100005765	Ortholog	1	mapped
SPAST	SPAST	6683	official_symbol	spast	405851	Ortholog	1	mapped
SPEG	SPEG	10290	official_symbol				0	no_zebrafish_ortholog
SPG21	SPG21	51324	official_symbol	spg21	406704	Ortholog	1	mapped
SPP1	SPP1	6696	official_symbol	spp1	432385	Ortholog	1	mapped
SPR	SPR	6697	official_symbol				0	no_zebrafish_ortholog
SPRED2	SPRED2	200734	official_symbol				0	no_zebrafish_ortholog
SPRY4	SPRY4	81848	official_symbol	spry4	114437	Ortholog	1	mapped
SPTA1	SPTA1	6708	official_symbol				0	no_zebrafish_ortholog
SPTAN1	SPTAN1	6709	official_symbol	sptan1	553383	Ortholog	1	mapped
SPTB	SPTB	6710	official_symbol	sptb	58040	Ortholog	1	mapped
SPTBN2	SPTBN2	6712	official_symbol				0	no_zebrafish_ortholog
SPTLC2	SPTLC2	9517	official_symbol				0	no_zebrafish_ortholog
SRPX2	SRPX2	27286	official_symbol	srpx2	100332730	Ortholog	1	mapped
STAG2	STAG2	10735	official_symbol				0	no_zebrafish_ortholog
STAT1	STAT1	6772	official_symbol				0	no_zebrafish_ortholog
STAT4	STAT4	6775	official_symbol	stat4	368519	Ortholog	1	mapped
STAT5B	STAT5B	6777	official_symbol				0	no_zebrafish_ortholog
SUFU	SUFU	51684	official_symbol	sufu	100001615	Ortholog	1	mapped
SUPT16H	SUPT16H	11198	official_symbol	supt16h	562348	Ortholog	1	mapped
SYNGAP1	SYNGAP1	8831	official_symbol				0	no_zebrafish_ortholog
SYNJ1	SYNJ1	8867	official_symbol	synj1	337236	Ortholog	1	mapped
SZT2	SZT2	23334	official_symbol	szt2	571986	Ortholog	1	mapped
TACR3	TACR3	6870	official_symbol				0	no_zebrafish_ortholog
TAF15	TAF15	8148	official_symbol				0	no_zebrafish_ortholog
TANGO2	TANGO2	128989	official_symbol	tango2	445324	Ortholog	1	mapped
TBCD	TBCD	6904	official_symbol	tbcd	553265	Ortholog	1	mapped
TBCE	TBCE	6905	official_symbol	tbce	664760	Ortholog	1	mapped
TBL1XR1	TBL1XR1	79718	official_symbol	tbl1xr1a	553608	Ortholog	1	mapped
TCIRG1	TCIRG1	10312	official_symbol				0	no_zebrafish_ortholog
TCN2	TCN2	6948	official_symbol				0	no_zebrafish_ortholog
TDP1	TDP1	55775	official_symbol	tdp1	571485	Ortholog	1	mapped
TERT	TERT	7015	official_symbol	tert	796551	Ortholog	1	mapped
TFAP2A	TFAP2A	7020	official_symbol	tfap2a	140618	Ortholog	1	mapped
TFG	TFG	10342	official_symbol	tfg	336466	Ortholog	1	mapped
TGM6	TGM6	343641	official_symbol				0	no_zebrafish_ortholog
TIA1	TIA1	7072	official_symbol	tia1	793165	Ortholog	1	mapped
TMEM165	TMEM165	55858	official_symbol	tmem165	324501	Ortholog	1	mapped
TMEM63A	TMEM63A	9725	official_symbol				0	no_zebrafish_ortholog
TNFRSF11B	TNFRSF11B	4982	official_symbol				0	no_zebrafish_ortholog
TNPO3	TNPO3	23534	official_symbol	tnpo3	394062	Ortholog	1	mapped
TNR	TNR	7143	official_symbol	tnr	369191	Ortholog	1	mapped
TOE1	TOE1	114034	official_symbol	toe1	568260	Ortholog	1	mapped
TOR1A	TOR1A	1861	official_symbol				0	no_zebrafish_ortholog
TP53	TP53	7157	official_symbol	tp53	30590	Ortholog	1	mapped
TPI1	TPI1	7167	official_symbol	tpi1b	560753	Ortholog	1	mapped
TRAF7	TRAF7	84231	official_symbol	traf7	563746	Ortholog	1	mapped
TRAK1	TRAK1	22906	official_symbol				0	no_zebrafish_ortholog
TRAPPC6B	TRAPPC6B	122553	official_symbol	trappc6b	450008	Ortholog	1	mapped
TRDN	TRDN	10345	official_symbol	trdn	100038781	Ortholog	1	mapped
TREM2	TREM2	54209	official_symbol				0	no_zebrafish_ortholog
TREX1	TREX1	11277	official_symbol				0	no_zebrafish_ortholog
TRH	TRH	7200	official_symbol	trh	266721	Ortholog	1	mapped
TRIM2	TRIM2	23321	official_symbol				0	no_zebrafish_ortholog
TRIM8	TRIM8	81603	official_symbol	trim8a	101180910	Ortholog	1	mapped
TRMT1	TRMT1	55621	official_symbol	trmt1	553298	Ortholog	1	mapped
TRMT10A	TRMT10A	93587	official_symbol	trmt10a	560222	Ortholog	1	mapped
TRPM7	TRPM7	54822	official_symbol	trpm7	280653	Ortholog	1	mapped
TSHR	TSHR	7253	official_symbol	tshr	560609	Ortholog	1	mapped
TTPA	TTPA	7274	official_symbol	ttpa	325906	Ortholog	1	mapped
TTR	TTR	7276	official_symbol	ttr	449556	Ortholog	1	mapped
TUBB3	TUBB3	10381	official_symbol				0	no_zebrafish_ortholog
TUBB6	TUBB6	84617	official_symbol	tubb6	550458	Ortholog	1	mapped
UBA1	UBA1	7317	official_symbol	uba1	406335	Ortholog	1	mapped
UBA2	UBA2	10054	official_symbol	uba2	406672	Ortholog	1	mapped
UBA5	UBA5	79876	official_symbol	uba5	386712	Ortholog	1	mapped
UBAP1	UBAP1	51271	official_symbol	ubap1	393183	Ortholog	1	mapped
UBE2T	UBE2T	29089	official_symbol	ube2t	768152	Ortholog	1	mapped
UBE3B	UBE3B	89910	official_symbol	ube3b	556864	Ortholog	1	mapped
UBQLN2	UBQLN2	29978	official_symbol				0	no_zebrafish_ortholog
UFC1	UFC1	51506	official_symbol	ufc1	445256	Ortholog	1	mapped
UFSP2	UFSP2	55325	official_symbol	ufsp2	336782	Ortholog	1	mapped
UNC13A	UNC13A	23025	official_symbol				0	no_zebrafish_ortholog
UQCRFS1	UQCRFS1	7386	official_symbol	uqcrfs1	406359	Ortholog	1	mapped
USP48	USP48	84196	official_symbol	usp48	100332674	Ortholog	1	mapped
USP8	USP8	9101	official_symbol	usp8	565434	Ortholog	1	mapped
VAPB	VAPB	9217	official_symbol	vapb	323628	Ortholog	1	mapped
VARS1	VARS1	7407	official_symbol	vars1	114427	Ortholog	1	mapped
VDR	VDR	7421	official_symbol				0	no_zebrafish_ortholog
VHL	VHL	7428	official_symbol	vhl	791202	Ortholog	1	mapped
VPS13D	VPS13D	55187	official_symbol	vps13d	567879	Ortholog	1	mapped
VPS50	VPS50	55610	official_symbol	vps50	137490581	Ortholog	1	mapped
VWA1	VWA1	64856	official_symbol				0	no_zebrafish_ortholog
WARS1	WARS1	7453	official_symbol	wars1	393745	Ortholog	1	mapped
WARS2	WARS2	10352	official_symbol	wars2	503745	Ortholog	1	mapped
WASHC5	WASHC5	9897	official_symbol	washc5	393152	Ortholog	1	mapped
WDR11	WDR11	55717	official_symbol	wdr11	558865	Ortholog	1	mapped
WDR83OS	WDR83OS	51398	official_symbol	wdr83os	393689	Ortholog	1	mapped
XRCC1	XRCC1	7515	official_symbol	xrcc1	445480	Ortholog	1	mapped
XRCC2	XRCC2	7516	official_symbol	xrcc2	553395	Ortholog	1	mapped
XYLT2	XYLT2	64132	official_symbol	xylt2	563446	Ortholog	1	mapped
YARS1	YARS1	8565	official_symbol	yars1	368235	Ortholog	1	mapped
YWHAG	YWHAG	7532	official_symbol				0	no_zebrafish_ortholog
YY1	YY1	7528	official_symbol	yy1a	322397	Ortholog	1	mapped
ZBTB16	ZBTB16	7704	official_symbol	zbtb16a	323269	Ortholog	1	mapped
ZC4H2	ZC4H2	55906	official_symbol	zc4h2	323487	Ortholog	1	mapped
ZFTA	ZFTA	65998	official_symbol				0	no_zebrafish_ortholog
ZFYVE26	ZFYVE26	23503	official_symbol	zfyve26	324565	Ortholog	1	mapped
ZNF526	ZNF526	116115	official_symbol	znf526	566071	Ortholog	1	mapped
ZNRF3	ZNRF3	84133	official_symbol	znrf3	556813	Ortholog	1	mapped
LMOD2	LMOD2	442721	official_symbol				0	no_zebrafish_ortholog
MYBPC3	MYBPC3	4607	official_symbol	mybpc3	556489	Ortholog	1	mapped
PPP1R13L	PPP1R13L	10848	official_symbol	ppp1r13l	541507	Ortholog	1	mapped
PRKAG2	PRKAG2	51422	official_symbol				0	no_zebrafish_ortholog
VCL	VCL	7414	official_symbol				0	no_zebrafish_ortholog
ACACA	ACACA	31	official_symbol	acaca	559403	Ortholog	1	mapped
ACADS	ACADS	35	official_symbol	acads	445288	Ortholog	1	mapped
ALPL	ALPL	249	official_symbol				0	no_zebrafish_ortholog
AP1S2	AP1S2	8905	official_symbol				0	no_zebrafish_ortholog
B4GALT1	B4GALT1	2683	official_symbol				0	no_zebrafish_ortholog
BAG5	BAG5	9529	official_symbol	bag5	569580	Ortholog	1	mapped
BAZ1B	BAZ1B	9031	official_symbol	baz1b	571727	Ortholog	1	mapped
BUD23	BUD23	114049	official_symbol	bud23	572367	Ortholog	1	mapped
CAP2	CAP2	10486	official_symbol	cap2	393809	Ortholog	1	mapped
CASZ1	CASZ1	54897	official_symbol	casz1	559053	Ortholog	1	mapped
CENPF	CENPF	1063	official_symbol	cenpf	497403	Ortholog	1	mapped
CISD2	CISD2	493856	official_symbol	cisd2	393354	Ortholog	1	mapped
CLIP2	CLIP2	7461	official_symbol	clip2	556406	Ortholog	1	mapped
COMP	COMP	1311	official_symbol	comp	100318854	Ortholog	1	mapped
CRIPTO	CRIPTO	6997	official_symbol				0	no_zebrafish_ortholog
CTNS	CTNS	1497	official_symbol	ctns	553594	Ortholog	1	mapped
DNM1L	DNM1L	10059	official_symbol	dnm1l	393896	Ortholog	1	mapped
DSG2	DSG2	1829	official_symbol				0	no_zebrafish_ortholog
DSP	DSP	1832	official_symbol				0	no_zebrafish_ortholog
EIF4H	EIF4H	7458	official_symbol	eif4h	402996	Ortholog	1	mapped
EPG5	EPG5	57724	official_symbol	epg5	569543	Ortholog	1	mapped
FHL2	FHL2	2274	official_symbol				0	no_zebrafish_ortholog
FKBP6	FKBP6	8468	official_symbol	fkbp6	402839	Ortholog	1	mapped
FOXH1	FOXH1	8928	official_symbol				0	no_zebrafish_ortholog
G6PC3	G6PC3	92579	official_symbol	g6pc3	790919	Ortholog	1	mapped
GABRD	GABRD	2563	official_symbol	gabrd	571422	Ortholog	1	mapped
GAS1	GAS1	2619	official_symbol				0	no_zebrafish_ortholog
GATAD1	GATAD1	57798	official_symbol	gatad1	678617	Ortholog	1	mapped
GCLC	GCLC	2729	official_symbol	gclc	326857	Ortholog	1	mapped
GET3	GET3	439	official_symbol	get3	325704	Ortholog	1	mapped
GK	GK	2710	official_symbol				0	no_zebrafish_ortholog
GLI2	GLI2	2736	official_symbol				0	no_zebrafish_ortholog
GTF2I	GTF2I	2969	official_symbol				0	no_zebrafish_ortholog
GTF2IRD2	GTF2IRD2	84163	official_symbol				0	no_zebrafish_ortholog
GYS1	GYS1	2997	official_symbol	gys1	394155	Ortholog	1	mapped
HAND2	HAND2	9464	official_symbol	hand2	58150	Ortholog	1	mapped
JPH2	JPH2	57158	official_symbol	jph2	553333	Ortholog	1	mapped
KCNAB2	KCNAB2	8514	official_symbol	kcnab2a	797337	Ortholog	1	mapped
LAMA4	LAMA4	3910	official_symbol	lama4	566796	Ortholog	1	mapped
LIMK1	LIMK1	3984	official_symbol	limk1a	735292	Ortholog	1	mapped
LMNB2	LMNB2	84823	official_symbol	lmnb2	30196	Ortholog	1	mapped
LUZP1	LUZP1	7798	official_symbol	luzp1	558606	Ortholog	1	mapped
MAN2B1	MAN2B1	4125	official_symbol	man2b1	541519	Ortholog	1	mapped
METTL27	METTL27	155368	official_symbol	mettl27	678636	Ortholog	1	mapped
MMP23B	MMP23B	8510	official_symbol	mmp23ba	101882601	Ortholog	1	mapped
MT-RNR1			not_found				0	human_gene_not_found
MYH6	MYH6	4624	official_symbol				0	no_zebrafish_ortholog
