human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
RFX6	RFX6	222546	official_symbol	rfx6	556925	Ortholog	1	mapped
RPTOR	RPTOR	57521	official_symbol	rptor	560455	Ortholog	1	mapped
SELENOT	SELENOT	51714	official_symbol	selenot1a	352919	Ortholog	1	mapped
SIDT2	SIDT2	51092	official_symbol	sidt2	796833	Ortholog	1	mapped
SIN3A	SIN3A	25942	official_symbol	sin3aa	563090	Ortholog	1	mapped
SLC12A7	SLC12A7	10723	official_symbol				0	no_zebrafish_ortholog
SLC29A1	SLC29A1	2030	official_symbol				0	no_zebrafish_ortholog
SLC9B2	SLC9B2	133308	official_symbol				0	no_zebrafish_ortholog
SMAD4	SMAD4	4089	official_symbol				0	no_zebrafish_ortholog
SMARCA4	SMARCA4	6597	official_symbol	smarca4a	353295	Ortholog	1	mapped
SOX4	SOX4	6659	official_symbol	sox4b	393875	Ortholog	1	mapped
SRF	SRF	6722	official_symbol				0	no_zebrafish_ortholog
SRI	SRI	6717	official_symbol	sri	393344	Ortholog	1	mapped
STX4	STX4	6810	official_symbol				0	no_zebrafish_ortholog
TRA2B	TRA2B	6434	official_symbol	tra2b	394172	Ortholog	1	mapped
TRPA1	TRPA1	8989	official_symbol	trpa1b	474353	Ortholog	1	mapped
TRPM4	TRPM4	54795	official_symbol				0	no_zebrafish_ortholog
TRPM5	TRPM5	29850	official_symbol	trpm5	557722	Ortholog	1	mapped
TUNAR	TUNAR	100507043	official_symbol	tunar	103909004	Ortholog	1	mapped
UBTF	UBTF	7343	official_symbol	ubtf	368509	Ortholog	1	mapped
UNC13B	UNC13B	10497	official_symbol				0	no_zebrafish_ortholog
USF2	USF2	7392	official_symbol	usf2	567297	Ortholog	1	mapped
VSNL1	VSNL1	7447	official_symbol				0	no_zebrafish_ortholog
ZBED6	ZBED6	100381270	official_symbol				0	no_zebrafish_ortholog
ZNF236	ZNF236	7776	official_symbol	znf236	572232	Ortholog	1	mapped
ABCB11	ABCB11	8647	official_symbol	abcb11a	797269	Ortholog	1	mapped
ABCD4	ABCD4	5826	official_symbol	abcd4	767748	Ortholog	1	mapped
ACAA1	ACAA1	30	official_symbol	acaa1	431754	Ortholog	1	mapped
ACAA2	ACAA2	10449	official_symbol	acaa2	406325	Ortholog	1	mapped
ACAD10	ACAD10	80724	official_symbol				0	no_zebrafish_ortholog
ACAD11	ACAD11	84129	official_symbol	acad11	393147	Ortholog	1	mapped
ACADL	ACADL	33	official_symbol	acadl	394156	Ortholog	1	mapped
ACAT1	ACAT1	38	official_symbol	acat1	445290	Ortholog	1	mapped
ACOT8	ACOT8	10005	official_symbol	acot8	450052	Ortholog	1	mapped
ACOX2	ACOX2	8309	official_symbol				0	no_zebrafish_ortholog
ACOX3	ACOX3	8310	official_symbol	acox3	406421	Ortholog	1	mapped
ACOXL	ACOXL	55289	official_symbol	acoxl	569104	Ortholog	1	mapped
ACSM1	ACSM1	116285	official_symbol				0	no_zebrafish_ortholog
ADH4	ADH4	127	official_symbol				0	no_zebrafish_ortholog
ADH5	ADH5	128	official_symbol				0	no_zebrafish_ortholog
ADH7	ADH7	131	official_symbol				0	no_zebrafish_ortholog
ADIPOR2	ADIPOR2	79602	official_symbol				0	no_zebrafish_ortholog
ALDH1L2	ALDH1L2	160428	official_symbol				0	no_zebrafish_ortholog
ALOX12	ALOX12	239	official_symbol				0	no_zebrafish_ortholog
ALOX12B	ALOX12B	242	official_symbol				0	no_zebrafish_ortholog
ALOX15B	ALOX15B	247	official_symbol				0	no_zebrafish_ortholog
ALOXE3	ALOXE3	59344	official_symbol				0	no_zebrafish_ortholog
AMACR	AMACR	23600	official_symbol	amacr	553653	Ortholog	1	mapped
AUH	AUH	549	official_symbol	auh	445182	Ortholog	1	mapped
BDH2	BDH2	56898	official_symbol	bdh2	550507	Ortholog	1	mapped
CPT1B	CPT1B	1375	official_symbol	cpt1b	449677	Ortholog	1	mapped
CRAT	CRAT	1384	official_symbol	crata	449545	Ortholog	1	mapped
CROT	CROT	54677	official_symbol	crot	553204	Ortholog	1	mapped
CYGB	CYGB	114757	official_symbol	cygb2	554176	Ortholog	1	mapped
CYP4F2	CYP4F2	8529	official_symbol				0	no_zebrafish_ortholog
CYP4F3	CYP4F3	4051	official_symbol				0	no_zebrafish_ortholog
CYP4V2	CYP4V2	285440	official_symbol	cyp4v2a	558851	Ortholog	1	mapped
DECR1	DECR1	1666	official_symbol	decr1	436717	Ortholog	1	mapped
DECR2	DECR2	26063	official_symbol	decr2	406623	Ortholog	1	mapped
ECH1	ECH1	1891	official_symbol	ech1	450048	Ortholog	1	mapped
ECHDC1	ECHDC1	55862	official_symbol	echdc1	553585	Ortholog	1	mapped
ECHDC2	ECHDC2	55268	official_symbol	echdc2	338247	Ortholog	1	mapped
ECHS1	ECHS1	1892	official_symbol	echs1	368912	Ortholog	1	mapped
ECI1	ECI1	1632	official_symbol	eci1	334101	Ortholog	1	mapped
ECI2	ECI2	10455	official_symbol	eci2	436918	Ortholog	1	mapped
ETFBKMT	ETFBKMT	254013	official_symbol	etfbkmt	100005455	Ortholog	1	mapped
FABP3	FABP3	2170	official_symbol	fabp3	171478	Ortholog	1	mapped
FMO1	FMO1	2326	official_symbol				0	no_zebrafish_ortholog
FMO2	FMO2	2327	official_symbol				0	no_zebrafish_ortholog
FMO4	FMO4	2329	official_symbol				0	no_zebrafish_ortholog
GCDH	GCDH	2639	official_symbol	gcdhb	450003	Ortholog	1	mapped
GDF15	GDF15	9518	official_symbol	gdf15	101886665	Ortholog	1	mapped
HACL1	HACL1	26061	official_symbol	hacl1	406358	Ortholog	1	mapped
HADH	HADH	3033	official_symbol	hadh	445121	Ortholog	1	mapped
HAO1	HAO1	54363	official_symbol	hao1	402827	Ortholog	1	mapped
HAO2	HAO2	51179	official_symbol	hao2	393455	Ortholog	1	mapped
HSD17B4	HSD17B4	3295	official_symbol	hsd17b4	393105	Ortholog	1	mapped
ILVBL	HACL2	10994	synonym	hacl2	393639	Ortholog	1	mapped
IVD	IVD	3712	official_symbol	ivd	368775	Ortholog	1	mapped
KLHL25	KLHL25	64410	official_symbol	klhl25	556885	Ortholog	1	mapped
LONP2	LONP2	83752	official_symbol	lonp2	494030	Ortholog	1	mapped
MCAT	MCAT	27349	official_symbol	mcat	564111	Ortholog	1	mapped
MTLN	MTLN	205251	official_symbol	lnc.lemp	100537077	Ortholog	1	mapped
PLIN5	PLIN5	440503	official_symbol				0	no_zebrafish_ortholog
POR	POR	5447	official_symbol				0	no_zebrafish_ortholog
SAMD1	SAMD1	90378	official_symbol	samd1b	101884198	Ortholog	1	mapped
SCP2	SCP2	6342	official_symbol	scp2a	393839	Ortholog	1	mapped
SIRT4	SIRT4	23409	official_symbol	sirt4	791628	Ortholog	1	mapped
SLC25A17	SLC25A17	10478	official_symbol	slc25a17	100093708	Ortholog	1	mapped
SLC27A2	SLC27A2	11001	official_symbol	zgc:101540	494096	Ortholog	1	mapped
SOX9	SOX9	6662	official_symbol	sox9a	60641	Ortholog	1	mapped
TYSND1	TYSND1	219743	official_symbol	tysnd1	561667	Ortholog	1	mapped
AURKA	AURKA	6790	official_symbol	aurka	445246	Ortholog	1	mapped
BNIP3	BNIP3	664	official_symbol	bnip3	336116	Ortholog	1	mapped
C11orf65	C11orf65	160140	official_symbol	gb:co360592	558891	Ortholog	1	mapped
CYRIB	CYRIB	51571	official_symbol	cyribb	404610	Ortholog	1	mapped
DCN	DCN	1634	official_symbol	dcn	64698	Ortholog	1	mapped
KDR	KDR	3791	official_symbol	kdr	554230	Ortholog	1	mapped
MCU	MCU	90550	official_symbol	mcu	768182	Ortholog	1	mapped
MIEF1	MIEF1	54471	official_symbol	mief1	564985	Ortholog	1	mapped
MIURF	MIURF	127898561	official_symbol				0	no_zebrafish_ortholog
MTCH2	MTCH2	23788	official_symbol	mtch2	30655	Ortholog	1	mapped
MTFP1	MTFP1	51537	official_symbol	mtfp1	393659	Ortholog	1	mapped
MTFR1	MTFR1	9650	official_symbol	mtfr1	494035	Ortholog	1	mapped
MTFR1L	MTFR1L	56181	official_symbol	mtfr1l	334296	Ortholog	1	mapped
MTFR2	MTFR2	113115	official_symbol	mtfr2	768141	Ortholog	1	mapped
MUL1	MUL1	79594	official_symbol	mul1	100004181	Ortholog	1	mapped
MYO19	MYO19	80179	official_symbol	myo19	562279	Ortholog	1	mapped
PGAM5	PGAM5	192111	official_symbol	pgam5	492357	Ortholog	1	mapped
PINK1	PINK1	65018	official_symbol	pink1	494085	Ortholog	1	mapped
RALA	RALA	5898	official_symbol	ralaa	393993	Ortholog	1	mapped
RALBP1	RALBP1	10928	official_symbol	ralbp1	404612	Ortholog	1	mapped
SPIRE1	SPIRE1	56907	official_symbol				0	no_zebrafish_ortholog
STAT2	STAT2	6773	official_symbol				0	no_zebrafish_ortholog
TMEM135	TMEM135	65084	official_symbol	tmem135	568244	Ortholog	1	mapped
ADRM1	ADRM1	11047	official_symbol	adrm1	796450	Ortholog	1	mapped
ECPAS	ECPAS	23392	official_symbol	ecpas	563777	Ortholog	1	mapped
OTUD6B	OTUD6B	51633	official_symbol	otud6b	393194	Ortholog	1	mapped
POMP	POMP	51371	official_symbol	pomp	445030	Ortholog	1	mapped
PSMB5	PSMB5	5693	official_symbol				0	no_zebrafish_ortholog
PSMD10	PSMD10	5716	official_symbol	psmd10	403085	Ortholog	1	mapped
PSMD11	PSMD11	5717	official_symbol				0	no_zebrafish_ortholog
PSMD5	PSMD5	5711	official_symbol	psmd5	550235	Ortholog	1	mapped
PSMD9	PSMD9	5715	official_symbol	psmd9	436709	Ortholog	1	mapped
PSMG1	PSMG1	8624	official_symbol	psmg1	436987	Ortholog	1	mapped
PSMG2	PSMG2	56984	official_symbol	psmg2	573107	Ortholog	1	mapped
PSMG3	PSMG3	84262	official_symbol	psmg3	436802	Ortholog	1	mapped
PSMG4	PSMG4	389362	official_symbol	psmg4	100333944	Ortholog	1	mapped
SEM1	SEM1	7979	official_symbol	sem1	322269	Ortholog	1	mapped
UBLCP1	UBLCP1	134510	official_symbol	ublcp1	792145	Ortholog	1	mapped
AFG2B	AFG2B	79029	official_symbol	afg2b	767648	Ortholog	1	mapped
AGAP3	AGAP3	116988	official_symbol	agap3	324332	Ortholog	1	mapped
AKIRIN2	AKIRIN2	55122	official_symbol	akirin2	406855	Ortholog	1	mapped
AMBRA1	AMBRA1	55626	official_symbol	ambra1a	100332642	Ortholog	1	mapped
AMFR	AMFR	267	official_symbol	amfra	406442	Ortholog	1	mapped
AMN1	AMN1	196394	official_symbol	amn1	751744	Ortholog	1	mapped
ANAPC1	ANAPC1	64682	official_symbol	anapc1	568795	Ortholog	1	mapped
ANAPC10	ANAPC10	10393	official_symbol	anapc10	798352	Ortholog	1	mapped
ANAPC11	ANAPC11	51529	official_symbol	anapc11	768140	Ortholog	1	mapped
ANAPC13	ANAPC13	25847	official_symbol	anapc13	569473	Ortholog	1	mapped
ANAPC15	ANAPC15	25906	official_symbol	anapc15	751740	Ortholog	1	mapped
ANAPC16	ANAPC16	119504	official_symbol	anapc16	550576	Ortholog	1	mapped
ANAPC2	ANAPC2	29882	official_symbol	anapc2	100318335	Ortholog	1	mapped
ANAPC4	ANAPC4	29945	official_symbol	anapc4	494046	Ortholog	1	mapped
ANAPC5	ANAPC5	51433	official_symbol	anapc5	322854	Ortholog	1	mapped
ANAPC7	ANAPC7	51434	official_symbol	anapc7	558402	Ortholog	1	mapped
ANKRD9	ANKRD9	122416	official_symbol	ankrd9	492328	Ortholog	1	mapped
APC2	APC2	10297	official_symbol	apc2	565771	Ortholog	1	mapped
APPBP2	APPBP2	10513	official_symbol	appbp2	322995	Ortholog	1	mapped
ARAF	ARAF	369	official_symbol				0	no_zebrafish_ortholog
ARHGAP5-AS1	ARHGAP5-AS1	84837	official_symbol				0	no_zebrafish_ortholog
ARIH2	ARIH2	10425	official_symbol	arih2	406417	Ortholog	1	mapped
ARMC8	ARMC8	25852	official_symbol	armc8	571528	Ortholog	1	mapped
ARRB2	ARRB2	409	official_symbol				0	no_zebrafish_ortholog
ASB1	ASB1	51665	official_symbol	asb1	554673	Ortholog	1	mapped
ASB11	ASB11	140456	official_symbol				0	no_zebrafish_ortholog
ASB7	ASB7	140460	official_symbol	asb7	405798	Ortholog	1	mapped
ASB9	ASB9	140462	official_symbol				0	no_zebrafish_ortholog
ASCC2	ASCC2	84164	official_symbol	ascc2	393414	Ortholog	1	mapped
ATE1	ATE1	11101	official_symbol	ate1	100037311	Ortholog	1	mapped
ATXN3L	ATXN3L	92552	official_symbol				0	no_zebrafish_ortholog
AXIN1	AXIN1	8312	official_symbol	axin1	57931	Ortholog	1	mapped
AXIN2	AXIN2	8313	official_symbol	axin2	58080	Ortholog	1	mapped
BAG2	BAG2	9532	official_symbol	bag2	393975	Ortholog	1	mapped
BAG6	BAG6	7917	official_symbol	bag6	83910	Ortholog	1	mapped
BBS7	BBS7	55212	official_symbol	bbs7	557491	Ortholog	1	mapped
BFAR	BFAR	51283	official_symbol				0	no_zebrafish_ortholog
BTRC	BTRC	8945	official_symbol				0	no_zebrafish_ortholog
CBFA2T3	CBFA2T3	863	official_symbol	cbfa2t3	563252	Ortholog	1	mapped
CBX4	CBX4	8535	official_symbol	cbx4	573110	Ortholog	1	mapped
CCAR2	CCAR2	57805	official_symbol				0	no_zebrafish_ortholog
CCIN	CCIN	881	official_symbol				0	no_zebrafish_ortholog
CDC16	CDC16	8881	official_symbol	cdc16	562014	Ortholog	1	mapped
CDC20	CDC20	991	official_symbol	cdc20	406353	Ortholog	1	mapped
CDC20B	CDC20B	166979	official_symbol				0	no_zebrafish_ortholog
CDC23	CDC23	8697	official_symbol	cdc23	393907	Ortholog	1	mapped
CDC26	CDC26	246184	official_symbol	cdc26	445501	Ortholog	1	mapped
CDC27	CDC27	996	official_symbol	cdc27	30450	Ortholog	1	mapped
CDC34	CDC34	997	official_symbol				0	no_zebrafish_ortholog
CDK2	CDK2	1017	official_symbol	cdk2	406715	Ortholog	1	mapped
CHFR	CHFR	55743	official_symbol	chfr	564271	Ortholog	1	mapped
COMMD1	COMMD1	150684	official_symbol	commd1	692293	Ortholog	1	mapped
COP1	COP1	64326	official_symbol	cop1	100037391	Ortholog	1	mapped
CRBN	CRBN	51185	official_symbol	crbn	445491	Ortholog	1	mapped
CSNK1D	CSNK1D	1453	official_symbol				0	no_zebrafish_ortholog
CSNK1E	CSNK1E	1454	official_symbol	csnk1e	100006858	Ortholog	1	mapped
CSNK2A1	CSNK2A1	1457	official_symbol	csnk2a1	30502	Ortholog	1	mapped
CSNK2A2	CSNK2A2	1459	official_symbol	csnk2a2b	556379	Ortholog	1	mapped
CSNK2B	CSNK2B	1460	official_symbol	csnk2b	30428	Ortholog	1	mapped
CUL2	CUL2	8453	official_symbol	cul2	336088	Ortholog	1	mapped
CUL4A	CUL4A	8451	official_symbol	cul4a	394002	Ortholog	1	mapped
CUL4B	CUL4B	8450	official_symbol	cul4b	560313	Ortholog	1	mapped
CUL5	CUL5	8065	official_symbol				0	no_zebrafish_ortholog
DAB2	DAB2	1601	official_symbol	dab2	404040	Ortholog	1	mapped
DCAF1	DCAF1	9730	official_symbol	dcaf1	100333146	Ortholog	1	mapped
DCAF11	DCAF11	80344	official_symbol	dcaf11	567578	Ortholog	1	mapped
DCAF12	DCAF12	25853	official_symbol	dcaf12	570671	Ortholog	1	mapped
DCAF13	DCAF13	25879	official_symbol	dcaf13	393097	Ortholog	1	mapped
DDA1	DDA1	79016	official_symbol	dda1	796589	Ortholog	1	mapped
DDRGK1	DDRGK1	65992	official_symbol	ddrgk1	393263	Ortholog	1	mapped
DERL1	DERL1	79139	official_symbol	derl1	406753	Ortholog	1	mapped
DESI1	DESI1	27351	official_symbol				0	no_zebrafish_ortholog
DET1	DET1	55070	official_symbol	det1	324089	Ortholog	1	mapped
DMAC2	DMAC2	55101	official_symbol				0	no_zebrafish_ortholog
DTL	DTL	51514	official_symbol	dtl	192314	Ortholog	1	mapped
DTX4	DTX4	23220	official_symbol				0	no_zebrafish_ortholog
ECRG4	ECRG4	84417	official_symbol	ecrg4a	791762	Ortholog	1	mapped
EIF3H	EIF3H	8667	official_symbol				0	no_zebrafish_ortholog
ELOB	ELOB	6923	official_symbol	elob	192341	Ortholog	1	mapped
ELOC	ELOC	6921	official_symbol	eloca	447935	Ortholog	1	mapped
ENC1	ENC1	8507	official_symbol	enc1	559101	Ortholog	1	mapped
EPM2A	EPM2A	7957	official_symbol	epm2a	100535304	Ortholog	1	mapped
FAF1	FAF1	11124	official_symbol	faf1	406243	Ortholog	1	mapped
FAF2	FAF2	23197	official_symbol	faf2	497596	Ortholog	1	mapped
FBH1	FBH1	84893	official_symbol	fbh1	567995	Ortholog	1	mapped
FBXL12	FBXL12	54850	official_symbol	fbxl12	141377645	Ortholog	1	mapped
FBXL13	FBXL13	222235	official_symbol	fbxl13	101883454	Ortholog	1	mapped
FBXL14	FBXL14	144699	official_symbol				0	no_zebrafish_ortholog
FBXL15	FBXL15	79176	official_symbol	fbxl15	405878	Ortholog	1	mapped
FBXL16	FBXL16	146330	official_symbol	fbxl16	797939	Ortholog	1	mapped
FBXL17	FBXL17	64839	official_symbol	fbxl17	795023	Ortholog	1	mapped
FBXL18	FBXL18	80028	official_symbol	fbxl18	570298	Ortholog	1	mapped
FBXL19	FBXL19	54620	official_symbol	fbxl19	100101643	Ortholog	1	mapped
FBXL20	FBXL20	84961	official_symbol	fbxl20	100331130	Ortholog	1	mapped
FBXL21P	FBXL21P	26223	official_symbol				0	no_zebrafish_ortholog
FBXL22	FBXL22	283807	official_symbol	fbxl22	503591	Ortholog	1	mapped
FBXL3	FBXL3	26224	official_symbol	fbxl3a	378451	Ortholog	1	mapped
FBXL5	FBXL5	26234	official_symbol	fbxl5	322181	Ortholog	1	mapped
FBXL6	FBXL6	26233	official_symbol	fbxl6	323163	Ortholog	1	mapped
FBXL7	FBXL7	23194	official_symbol	fbxl7	569430	Ortholog	1	mapped
FBXL8	FBXL8	55336	official_symbol	fbxl8	641481	Ortholog	1	mapped
FBXO10	FBXO10	26267	official_symbol	fbxo10	563863	Ortholog	1	mapped
FBXO11	FBXO11	80204	official_symbol	fbxo11b	567742	Ortholog	1	mapped
FBXO15	FBXO15	201456	official_symbol	fbxo15	560664	Ortholog	1	mapped
FBXO16	FBXO16	157574	official_symbol	fbxo16	550375	Ortholog	1	mapped
FBXO17	FBXO17	115290	official_symbol				0	no_zebrafish_ortholog
FBXO2	FBXO2	26232	official_symbol				0	no_zebrafish_ortholog
FBXO21	FBXO21	23014	official_symbol	fbxo21	567738	Ortholog	1	mapped
FBXO24	FBXO24	26261	official_symbol				0	no_zebrafish_ortholog
FBXO25	FBXO25	26260	official_symbol	fbxo25	403037	Ortholog	1	mapped
FBXO27	FBXO27	126433	official_symbol				0	no_zebrafish_ortholog
FBXO30	FBXO30	84085	official_symbol	fbxo30a	100001417	Ortholog	1	mapped
FBXO31	FBXO31	79791	official_symbol	fbxo31	555190	Ortholog	1	mapped
FBXO32	FBXO32	114907	official_symbol	fbxo32	393891	Ortholog	1	mapped
FBXO33	FBXO33	254170	official_symbol	fbxo33	567750	Ortholog	1	mapped
FBXO34	FBXO34	55030	official_symbol	fbxo34	323474	Ortholog	1	mapped
FBXO36	FBXO36	130888	official_symbol				0	no_zebrafish_ortholog
FBXO39	FBXO39	162517	official_symbol				0	no_zebrafish_ortholog
FBXO4	FBXO4	26272	official_symbol	fbxo4	100319387	Ortholog	1	mapped
FBXO40	FBXO40	51725	official_symbol				0	no_zebrafish_ortholog
FBXO41	FBXO41	150726	official_symbol	fbxo41	567804	Ortholog	1	mapped
FBXO42	FBXO42	54455	official_symbol	fbxo42	335459	Ortholog	1	mapped
FBXO43	FBXO43	286151	official_symbol	fbxo43	393403	Ortholog	1	mapped
FBXO44	FBXO44	93611	official_symbol				0	no_zebrafish_ortholog
FBXO45	FBXO45	200933	official_symbol	fbxo45	393567	Ortholog	1	mapped
FBXO46	FBXO46	23403	official_symbol	fbxo46	562515	Ortholog	1	mapped
FBXO47	FBXO47	494188	official_symbol				0	no_zebrafish_ortholog
FBXO48	FBXO48	554251	official_symbol	fbxo48	103908695	Ortholog	1	mapped
FBXO5	FBXO5	26271	official_symbol	fbxo5	445392	Ortholog	1	mapped
FBXO6	FBXO6	26270	official_symbol				0	no_zebrafish_ortholog
FBXO7	FBXO7	25793	official_symbol	fbxo7	558097	Ortholog	1	mapped
FBXO8	FBXO8	26269	official_symbol	fbxo8	678549	Ortholog	1	mapped
FBXO9	FBXO9	26268	official_symbol	fbxo9	325469	Ortholog	1	mapped
FBXW10	FBXW10	10517	official_symbol				0	no_zebrafish_ortholog
FBXW11	FBXW11	23291	official_symbol				0	no_zebrafish_ortholog
FBXW12	FBXW12	285231	official_symbol	fbxw12	100142653	Ortholog	1	mapped
FBXW2	FBXW2	26190	official_symbol	fbxw2	553942	Ortholog	1	mapped
FBXW4	FBXW4	6468	official_symbol	fbxw4	58035	Ortholog	1	mapped
FBXW5	FBXW5	54461	official_symbol	fbxw5	406611	Ortholog	1	mapped
FBXW7	FBXW7	55294	official_symbol	fbxw7	564991	Ortholog	1	mapped
FBXW9	FBXW9	84261	official_symbol	fbxw9	100330184	Ortholog	1	mapped
FEM1B	FEM1B	10116	official_symbol	fem1b	567119	Ortholog	1	mapped
FEM1C	FEM1C	56929	official_symbol	fem1c	378965	Ortholog	1	mapped
FHIT	FHIT	2272	official_symbol	fhit	393713	Ortholog	1	mapped
FOXF2	FOXF2	2295	official_symbol				0	no_zebrafish_ortholog
GABARAP	GABARAP	11337	official_symbol	gabarapb	793200	Ortholog	1	mapped
GID4	GID4	79018	official_symbol	gid4	497568	Ortholog	1	mapped
GID8	GID8	54994	official_symbol				0	no_zebrafish_ortholog
GLMN	GLMN	11146	official_symbol	glmna	492774	Ortholog	1	mapped
GNA12	GNA12	2768	official_symbol	gna12a	503589	Ortholog	1	mapped
HECTD1	HECTD1	25831	official_symbol	hectd1	100002034	Ortholog	1	mapped
HECTD3	HECTD3	79654	official_symbol	hectd3	563189	Ortholog	1	mapped
HERC2	HERC2	8924	official_symbol	herc2	558479	Ortholog	1	mapped
HSP90AB1	HSP90AB1	3326	official_symbol	hsp90ab1	30573	Ortholog	1	mapped
HSPA1A	HSPA1A	3303	official_symbol				0	no_zebrafish_ortholog
HSPA1B	HSPA1B	3304	official_symbol				0	no_zebrafish_ortholog
HSPBP1	HSPBP1	23640	official_symbol	hspbp1	338155	Ortholog	1	mapped
HUWE1	HUWE1	10075	official_symbol	huwe1	559439	Ortholog	1	mapped
IPP	IPP	3652	official_symbol	ipp	570768	Ortholog	1	mapped
IVNS1ABP	IVNS1ABP	10625	official_symbol				0	no_zebrafish_ortholog
KBTBD12	KBTBD12	166348	official_symbol	kbtbd12	559380	Ortholog	1	mapped
KBTBD3	KBTBD3	143879	official_symbol	kbtbd3	100003277	Ortholog	1	mapped
KBTBD4	KBTBD4	55709	official_symbol	kbtbd4	393178	Ortholog	1	mapped
KBTBD6	KBTBD6	89890	official_symbol				0	no_zebrafish_ortholog
KBTBD7	KBTBD7	84078	official_symbol	kbtbd7	794299	Ortholog	1	mapped
KBTBD8	KBTBD8	84541	official_symbol	kbtbd8	559966	Ortholog	1	mapped
KCMF1	KCMF1	56888	official_symbol	kcmf1	393927	Ortholog	1	mapped
KCTD10	KCTD10	83892	official_symbol	kctd10	406787	Ortholog	1	mapped
KCTD13	KCTD13	253980	official_symbol	kctd13	100000647	Ortholog	1	mapped
KCTD17	KCTD17	79734	official_symbol				0	no_zebrafish_ortholog
KCTD2	KCTD2	23510	official_symbol	kctd2	751724	Ortholog	1	mapped
KCTD5	KCTD5	54442	official_symbol				0	no_zebrafish_ortholog
KDM2A	KDM2A	22992	official_symbol	kdm2ab	799441	Ortholog	1	mapped
KDM2B	KDM2B	84678	official_symbol				0	no_zebrafish_ortholog
KEAP1	KEAP1	9817	official_symbol	keap1b	100003679	Ortholog	1	mapped
KIF14	KIF14	9928	official_symbol	kif14	562052	Ortholog	1	mapped
KLHDC1	KLHDC1	122773	official_symbol				0	no_zebrafish_ortholog
KLHDC10	KLHDC10	23008	official_symbol	klhdc10	393231	Ortholog	1	mapped
KLHDC2	KLHDC2	23588	official_symbol	klhdc2	100037324	Ortholog	1	mapped
KLHDC3	KLHDC3	116138	official_symbol	klhdc3	406553	Ortholog	1	mapped
KLHL1	KLHL1	57626	official_symbol				0	no_zebrafish_ortholog
KLHL10	KLHL10	317719	official_symbol				0	no_zebrafish_ortholog
KLHL11	KLHL11	55175	official_symbol	klhl11	327313	Ortholog	1	mapped
KLHL12	KLHL12	59349	official_symbol	klhl12	492362	Ortholog	1	mapped
KLHL13	KLHL13	90293	official_symbol	klhl13	323951	Ortholog	1	mapped
KLHL14	KLHL14	57565	official_symbol	klhl14	794722	Ortholog	1	mapped
KLHL15	KLHL15	80311	official_symbol	klhl15	445186	Ortholog	1	mapped
KLHL17	KLHL17	339451	official_symbol	klhl17	336187	Ortholog	1	mapped
KLHL18	KLHL18	23276	official_symbol	klhl18	327574	Ortholog	1	mapped
KLHL2	KLHL2	11275	official_symbol	klhl2	567966	Ortholog	1	mapped
KLHL20	KLHL20	27252	official_symbol	klhl20	406274	Ortholog	1	mapped
KLHL21	KLHL21	9903	official_symbol	klhl21	404613	Ortholog	1	mapped
KLHL22	KLHL22	84861	official_symbol	klhl22	100333714	Ortholog	1	mapped
KLHL23	KLHL23	151230	official_symbol	klhl23	559613	Ortholog	1	mapped
KLHL26	KLHL26	55295	official_symbol	klhl26	558035	Ortholog	1	mapped
KLHL28	KLHL28	54813	official_symbol	klhl28	100333404	Ortholog	1	mapped
KLHL29	KLHL29	114818	official_symbol	klhl29	100537703	Ortholog	1	mapped
KLHL3	KLHL3	26249	official_symbol	klhl3	568556	Ortholog	1	mapped
KLHL30	KLHL30	377007	official_symbol	klhl30	559694	Ortholog	1	mapped
KLHL31	KLHL31	401265	official_symbol	klhl31	407079	Ortholog	1	mapped
KLHL32	KLHL32	114792	official_symbol	klhl32	100009653	Ortholog	1	mapped
KLHL34	KLHL34	257240	official_symbol	klhl34	561692	Ortholog	1	mapped
KLHL35	KLHL35	283212	official_symbol	klhl35	570873	Ortholog	1	mapped
KLHL36	KLHL36	79786	official_symbol	klhl36	553604	Ortholog	1	mapped
KLHL38	KLHL38	340359	official_symbol				0	no_zebrafish_ortholog
KLHL4	KLHL4	56062	official_symbol				0	no_zebrafish_ortholog
KLHL42	KLHL42	57542	official_symbol	klhl42	567545	Ortholog	1	mapped
KLHL5	KLHL5	51088	official_symbol				0	no_zebrafish_ortholog
KLHL6	KLHL6	89857	official_symbol	klhl6	368818	Ortholog	1	mapped
KLHL7	KLHL7	55975	official_symbol	klhl7	393851	Ortholog	1	mapped
KLHL8	KLHL8	57563	official_symbol	klhl8	572347	Ortholog	1	mapped
LMO7	LMO7	4008	official_symbol	lmo7a	553341	Ortholog	1	mapped
LRRC75A	LRRC75A	388341	official_symbol	lrrc75a	562936	Ortholog	1	mapped
LTN1	LTN1	26046	official_symbol	ltn1	100000122	Ortholog	1	mapped
MAEA	MAEA	10296	official_symbol	maea	321575	Ortholog	1	mapped
MAP1A	MAP1A	4130	official_symbol	map1aa	100151220	Ortholog	1	mapped
MARCHF6	MARCHF6	10299	official_symbol	marchf6	100002072	Ortholog	1	mapped
MARCHF8	MARCHF8	220972	official_symbol	marchf8	567818	Ortholog	1	mapped
MDM2	MDM2	4193	official_symbol	mdm2	30637	Ortholog	1	mapped
MKLN1	MKLN1	4289	official_symbol	mkln1	325217	Ortholog	1	mapped
